Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
39	570.0763	148.25764	1200.8424	394.0255	768.1072	103.902466	962.46326	639.73804	112.111115	155.8	195000	219.98994	106.052086	372.57098	-25.727808	219.98886	106.05397	373.30414	-22.478119	221.24037	105.80815	373.50302	-39.14135	-5.709788	4.578129	47.47302	-20.962524	-223.23817	14.260503	14.2651415	13.675082	2627.443162918091
40	576.3022	162.53253	1355.9141	350.1412	631.9168	40.937637	705.9813	559.94257	112.181816	120.3	200000	221.06033	106.09113	373.5731	-52.868134	221.05908	106.0941	373.35965	-28.955479	222.29597	105.851204	377.03607	-14.296166	-5.775722	4.5524025	37.0098	-20.936573	-224.28064	14.268787	14.265135	13.743229	2695.0887789726257
41	577.80237	144.94794	1089.3462	367.75287	668.04456	128.03656	995.61725	555.5759	112.37778	128.6	205000	221.9652	106.89552	377.24637	-34.904217	221.96397	106.896835	377.01273	-44.282978	223.21565	106.642685	376.01297	-16.235687	-5.761974	4.567519	40.150375	-24.026173	-225.18875	14.122448	14.181268	13.47091	2764.2616176605225
42	577.0006	138.96161	942.2163	376.20554	588.50415	41.572083	650.0644	498.42343	112.931816	110.2	210000	222.9021	107.06431	375.44247	-16.326015	222.90074	107.066666	375.84003	-20.083881	224.11382	106.81804	376.80933	-29.029799	-5.867937	4.4601054	36.840336	-22.448812	-226.08688	14.274005	14.372467	13.520005	2831.4794018268585
43	558.29834	120.761185	961.07306	365.88165	662.1924	186.66269	1090.2242	428.19333	107.6383	126.4	215000	223.36221	107.11438	376.6402	-109.854095	223.36195	107.11519	375.68088	-60.792496	224.56882	106.84554	378.3266	-29.545794	-5.7986317	4.5591893	38.31598	-22.096035	-226.54956	14.356989	14.314729	13.446006	2900.5086698532104
44	603.98413	142.66173	900.1151	380.59125	520.48596	21.72674	547.05164	479.99277	116.333336	95.9	220000	223.4621	106.850334	376.13785	-26.628408	223.4617	106.852005	375.08383	-56.70642	224.67075	106.58883	375.85226	-57.57679	-5.7416368	4.51474	40.35228	-21.320805	-226.64561	14.100405	14.137907	13.034127	2967.513538837433
45	597.4209	128.6577	919.87805	371.8667	732.9354	173.53143	1122.3492	558.0077	116.69768	140.4	225000	224.79018	107.294495	376.86884	-27.289515	224.78944	107.29542	376.48132	-25.188084	226.00522	107.04175	377.80664	-42.51678	-5.8620477	4.4852924	35.71735	-21.948074	-227.96303	13.93816	13.924777	12.921604	3036.6852905750275
46	577.1382	106.54387	842.0157	347.92963	653.4288	41.866356	718.1271	586.65045	110.76087	122.1	230000	225.2222	108.055954	378.72745	-33.64911	225.22137	108.05723	377.9722	-51.608994	226.42734	107.80326	378.55435	-25.720407	-5.743704	4.5396304	38.87092	-22.008545	-228.39937	14.136834	14.161404	12.883236	3106.1295368671417
47	593.45483	94.50705	777.85284	388.06473	788.1095	117.91341	995.5978	619.6952	115.53488	151.1	235000	226.1468	107.98891	379.6058	-52.806824	226.14621	107.98973	379.47803	-63.286236	227.34038	107.73171	380.75204	-37.801434	-5.885899	4.4748373	34.7845	-20.436235	-229.29121	14.188581	14.319549	13.064538	3176.5416910648346
48	649.0758	145.53943	981.93695	427.0055	487.20547	69.99667	681.99115	417.95346	126.125	90.7	240000	227.11249	108.09709	381.74445	-83.8207	227.11171	108.098404	380.39438	-38.382755	228.31941	107.86664	382.0712	-54.01226	-5.8673015	4.48157	43.220947	-21.443033	-230.25569	14.21458	14.206039	12.690727	3245.301676750183
49	606.60126	145.4455	1054.7074	377.40558	650.34607	173.3319	876.0944	375.7166	117.47619	124.6	245000	227.97427	108.76795	382.62967	-50.483852	227.97311	108.770645	383.35406	-37.233578	229.19473	108.53074	383.5678	-34.942764	-5.7968693	4.5740976	40.565628	-20.702105	-231.13988	14.501568	14.372112	12.896602	3313.2701003551483
50	663.99286	174.78278	1082.8512	443.2087	629.0464	130.16815	979.04626	533.5218	128.94872	118.8	250000	229.45337	109.08425	386.1722	-21.640316	229.45274	109.08651	383.03986	-34.1686	230.66705	108.83481	384.46445	-24.86962	-5.8496923	4.5389786	42.709457	-22.414097	-232.6152	14.525594	14.429949	12.736677	3381.952653646469
51	618.3245	154.25735	1072.725	382.11142	749.7311	146.54936	1056.0784	549.2711	118.166664	150.6	255000	230.7546	109.80668	387.76605	-34.9356	230.75371	109.807976	385.68396	-26.022364	231.98676	109.5673	387.0511	-20.67036	-5.8332396	4.520647	38.344498	-22.654781	-233.93472	14.420893	14.46422	12.666289	3451.2752380371094
52	633.0919	148.48015	1133.832	364.33185	666.9229	210.67813	1233.231	527.14453	123.925	136.2	260000	232.02933	110.36452	388.0992	-27.127995	232.02905	110.36558	387.70297	-37.28003	233.2838	110.14281	388.73828	-23.508144	-5.8022184	4.579488	38.570473	-20.248846	-235.20831	14.48695	14.389203	12.542218	3520.282726287842
53	642.141	126.788216	1040.453	441.72318	826.9625	123.30219	1014.1002	593.72644	127.225	158.6	265000	232.86465	110.740845	389.4344	-29.06714	232.86371	110.74191	389.46057	-32.31809	234.10068	110.50035	390.25214	-21.966595	-5.792653	4.5238137	37.505688	-20.592693	-236.04822	14.841909	14.928137	12.980634	3591.214698791504
54	615.9707	112.4044	885.36957	394.32275	654.5552	70.92463	800.33154	565.6197	118.61905	122.5	270000	233.39682	111.1888	389.96063	-44.89954	233.39606	111.188934	390.4795	-44.708855	234.60902	110.97458	391.98373	-28.779772	-5.7689486	4.453801	38.813156	-21.59951	-236.56639	14.797618	14.889524	12.829648	3659.7308881282806
55	733.4227	196.13043	1402.3186	503.9235	794.0896	191.55692	1107.817	532.7202	144.37143	157.0	275000	234.53212	111.18478	393.0195	-53.830456	234.53156	111.18529	391.83224	-57.7634	235.75986	110.98214	393.06757	-58.85411	-5.763254	4.5417128	39.663902	-21.277489	-237.72514	15.058918	15.141568	12.944235	3729.995754480362
