Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	LossV	Time
55	8989.428	418.9619	9476.875	8282.986	9404.957	351.89355	9834.163	8704.972	1000.0	1000.0	275000	574.57434	159.75061	778.7022	-79.10143	574.5734	159.75275	774.594	-67.60541	573.7525	158.65094	777.0289	-65.8168	5.426277	4.7057567	65.238335	-14.683153	-575.7136	17.3468	17.757626	18.913263	3761.0346341133118
56	9393.519	230.92967	9644.454	8966.806	9774.517	182.68106	10064.948	9515.582	1000.0	1000.0	280000	577.9566	160.8095	788.69086	-146.57646	577.9557	160.81325	782.33563	-75.77532	577.1673	159.71693	774.9494	-80.64987	5.5136814	4.7290444	62.41496	-16.054462	-579.1231	18.242487	18.269112	19.15208	3831.0944821834564
57	9099.254	343.83826	9486.367	8675.575	9905.018	100.649925	10035.181	9726.611	1000.0	1000.0	285000	583.0247	160.59862	796.2025	-97.730736	583.02405	160.60126	794.2657	-108.894684	582.25134	159.47441	786.842	-79.31703	5.665275	4.736421	66.41757	-15.486442	-584.1992	18.180029	17.925856	18.954384	3900.6562201976776
58	9210.232	258.1434	9647.234	8916.71	9715.717	181.27411	10065.921	9495.191	1000.0	1000.0	290000	587.3119	160.99329	793.30536	-88.64617	587.3108	160.99805	794.5548	-85.52835	586.4722	159.87761	789.233	-83.42801	5.5358844	4.728191	61.896896	-15.30928	-588.4119	18.349234	18.173191	18.882515	3971.311297893524
59	7386.079	3318.1472	9241.233	760.8941	9330.876	2305.2256	10475.793	2432.9287	1000.0	1000.0	295000	589.19257	164.17131	802.2696	-92.157616	589.19244	164.17598	796.113	-102.61397	588.35895	163.07172	793.79987	-97.62912	5.5376606	4.764226	72.401886	-12.452876	-590.3048	18.66934	18.507978	19.4349	4041.6184289455414
60	8326.683	2160.8562	9762.294	4022.2214	9705.999	176.95766	10007.4795	9382.002	1000.0	1000.0	300000	592.145	164.49931	800.26184	-98.36914	592.14355	164.505	801.26807	-104.187744	591.27747	163.39098	794.6969	-117.55982	5.620446	4.7879596	75.59125	-14.498538	-593.2435	19.143785	18.999706	20.418106	4111.635166168213
61	9182.59	450.8417	9694.355	8624.817	8371.731	2575.4429	9979.06	3022.324	1000.0	1000.0	305000	595.8522	162.78801	806.89124	-98.48308	595.85187	162.78899	802.14294	-109.177315	594.96313	161.65755	799.15857	-117.574646	5.6365957	4.755713	66.308495	-13.037227	-596.9671	19.091875	19.314257	19.643759	4183.194210767746
62	9052.199	450.30597	9527.22	8357.643	9551.845	168.11267	9772.813	9287.788	1000.0	1000.0	310000	598.8192	163.62056	804.8235	-136.48721	598.8185	163.6224	803.21344	-138.94043	597.9711	162.52556	802.13025	-161.42796	5.621154	4.79052	59.049213	-16.535118	-599.9307	18.035227	18.324879	18.91407	4254.663083791733
63	9145.584	277.19662	9641.913	8864.359	9849.785	899.8916	10609.086	7236.7095	1000.0	1000.0	315000	603.207	163.12422	806.5875	-109.58927	603.2063	163.12778	808.77637	-128.36157	602.2752	162.03139	802.99963	-118.720146	5.710856	4.79674	74.01856	-15.030773	-604.2944	19.679138	19.737997	20.91277	4324.7739453315735
64	9166.588	283.24826	9555.359	8687.1455	10194.212	93.98106	10408.611	10033.521	1000.0	1000.0	320000	606.11707	163.03674	806.8469	-246.72902	606.1163	163.03726	811.6796	-137.863	605.2048	161.93974	803.68945	-191.10243	5.723351	4.8223596	70.34003	-14.385329	-607.18274	18.233269	18.106195	19.24472	4396.392481327057
